漢字,異体字
巯,巰
巰,巯
帜,幟
帜,旘
帱,幬
帼,幗
庅,麼
庅,麽
庅,嚒
庅,尛
庆,慶
庑,廡
应,應
应,応
废,廢
废,廃
廵,巡
弪,弳
弳,弪
弹,彈
弹,弾
彂,發
彂,発
彂,发
彟,蒦
彟,彠
彨,彲
彻,徹
徺,僥
徺,侥
忆,憶
态,㑷
态,態
怂,慫
怃,憮
怃,㒇
怄,慪
怆,愴
怆,獊
总,總
总,総
总,緫
总,摠
总,揔
总,捴
总,搃
怼,懟
怿,懌
怿,𢗜
恶,惡
恶,悪
恶,僫
恶,𢙣
恸,慟
恸,憅
恹,懨
恹,懕
恹,㦔
恺,愷
恼,惱
恼,悩
悫,慤
悫,愨
悬,懸
悭,慳
惫,憊
惬,愜
惬,㥦
愤,憤
慑,懾
懑,㦖
懑,懣
懑,𢡛
懒,懶
戋,戔
戏,戲
戏,戯
戏,戱
扩,擴
扩,拡
扩,㨯
扫,掃
扬,揚
扬,敭
抟,摶
抟,㩛
抠,摳
抡,掄
抢,搶
护,護
护,謢
拀,柷
拣,揀
拥,擁
拥,㨣
拦,攔
拧,擰
拨,撥
择,擇
择,択
挚,摯
挛,攣
挜,掗
挝,撾
挞,撻
挠,撓
挡,擋
挢,撟
挣,掙
挦,撏
捝,挩
捞,撈
捞,𢭐
骟,騸
骠,驃
骡,騾
骡,驘
骢,驄
骢,騘
骣,驏
骤,驟
骥,驥
骥,蘎
骥,龮
骥,𩦸
骦,驦
骧,驤
鬶,鬹
鱽,魛
鱿,魷
鲀,魨
鲁,魯
鲂,魴
鲄,魺
鲅,鮁
鲆,鮃
鲇,鮎
鲉,鮋
鲊,鮓
鲋,鮒
鲌,鮊
鲍,鮑
鲏,鮍
鲐,鮐
捡,撿
捡,𢮦
换,換
捣,搗
掳,擄
掶,捷
掶,㨗
掷,擲
掸,撣
掺,摻
揽,攬
揿,撳
揿,搇
搀,攙
搂,摟
搃,總
搃,総
搃,緫
搃,摠
搃,揔
搃,捴
搃,总
搄,揯
摄,攝
摄,摂
摅,攄
摆,擺
摇,揺
摇,搖
摇,㨱
摈,擯
摊,攤
摊,擹
撺,攛
擜,㩵
擞,擻
敚,敓
敛,斂
敛,㪘
敪,敠
旷,曠
旷,昿
旸,暘
显,顕
显,顯
显,㫫
晓,曉
晓,暁
晓,皢
晔,曄
晔,曅
晔,曗
暧,曖
杂,雜
杂,雑
杂,襍
杨,楊
枥,櫪
枪,槍
枭,梟
枭,䲷
枭,鴵
栆,棗
栆,枣
标,標
栈,棧
栈,桟
栉,櫛
栋,棟
栌,櫨
栌,枦
栎,櫟
栎,檪
栏,欄
栏,欄
树,樹
桞,柳
桞,桺
桞,𫞉
桞,栁
桞,橮
桠,椏
桠,𬂲
桡,橈
桡,𣓤
桤,榿
桥,橋
桥,槗
桥,𣘺
桦,樺
桨,槳
桨,㯍
桨,䒂
桪,樳
梾,棶
检,檢
检,検
棂,櫺
棂,欞
棂,㯪
椟,櫝
椤,欏
椫,樿
椭,楕
椭,橢
椭,㯐
椭,㰐
垅,壠
垅,壟
垅,垄
椮,槮
巅,巔
巅,巓
巅,嵮
榄,欖
榄,㰖
㨈,擠
㨈,挤
挤,擠
挤,㨈
梿,槤
榇,櫬
榇,藽
䝲,赆
䝲,贐
䝲,賮
赆,䝲
赆,贐
赆,賮
魢,鱾
榈,櫚
鱾,魢
䰾,鲃
榉,欅
榉,櫸
榉,﨔
鲃,䰾
閳,闡
閳,阐
阐,闡
阐,閳
欢,歡
欢,歓
歼,殲
歼,殱
闯,闖
殇,殤
闱,闈
闼,闥
闾,閭
殓,殮
殓,㱨
闿,闓
阓,闠
殚,殫
殡,殯
毂,轂
毕,畢
队,隊
阶,階
阶,堦
毙,斃
鲑,鮭
鲒,鮚
鮳,鲓
鲓,鮳
鲔,鮪
鲕,鮞
鲖,鮦
鲘,鮜
鲛,鮫
鲜,鮮
鲜,赻
鲝,鮺
鲞,鮝
鲞,鯗
鲠,鯁
鲤,鯉
鲧,鯀
鲧,鮌
鲨,鯊
鲨,鯋
鲩,鯇
鲪,鮶
鲫,鯽
鲬,鯒
鲭,鯖
鲮,鯪
鲯,鯕
鲰,鯫
鲱,鯡
鲲,鯤
鲳,鯧
鲳,䱽
鲳,䲝
鲴,鯝
鲵,鯢
鲶,鯰
鲷,鯛
鲷,鮉
鲸,鯨
鲹,鯵
鲹,鰺
鲻,鯔
毵,毿
氞,氝
氢,氫
氩,氬
汉,漢
汉,漢
汉,㵄
汤,湯
沣,灃
沤,漚
沥,瀝
沦,淪
沧,滄
沩,潙
沩,溈
溈,沩
溈,潙
泶,澩
泶,㶅
泸,瀘
泺,濼
泼,潑
泼,溌
泽,澤
泽,沢
泾,涇
浆,漿
浇,澆
浉,溮
浍,澮
浏,瀏
浐,滻
浒,滸
浓,濃
际,際
浔,潯
浕,濜
涚,涗
涝,澇
涞,淶
涡,渦
涣,渙
涤,滌
鯴,鲺
鲺,鯴
陆,陸
陈,陳
陈,塦
陈,軙
陉,陘
陧,隉
险,險
险,険
难,難
难,難
雠,讎
雠,讐
涩,歮
涩,渋
涩,澁
涩,澀
雾,霧
雾,霚
渌,淥
渎,凟
渎,涜
渎,瀆
渏,漪
渖,瀋
湹,瀍
溁,濚
溁,濴
溁,瀯
溅,濺
溆,漵
溆,潊
雳,靂
溇,漊
霁,霽
霁,䨖
溊,波
滟,灧
滟,灩
滟,灎
滟,灔
霭,靄
滠,灄
满,滿
满,満
靔,靝
滢,瀅
靥,靨
滤,濾
滤,沪
滥,濫
滦,灤
滨,濱
滨,浜
滨,濵
滩,灘
鞑,韃
鞒,鞽
潆,瀠
鞯,韉
潇,瀟
颅,顱
颅,髗
潈,潀
潈,潨
潈,灇
潊,溆
潊,漵
潋,瀲
潍,濰
澙,潟
澝,濘
濑,瀨
濑,瀬
濲,瀔
濵,濱
濵,浜
濵,滨
灜,瀛
灭,滅
灭,㓕
灿,燦
炀,煬
炝,熗
炼,煉
炽,熾
烁,爍
烂,爤
烂,爛
烃,烴
烧,燒
烧,焼
烨,㒯
烨,㷸
烨,爗
烨,燁
颞,顳
烩,燴
颟,顢
烫,燙
烮,烈
烮,煭
飊,飆
飊,飙
飊,飇
飊,飈
飊,飚
飨,饗
餍,饜
餎,饹
饹,餎
焕,煥
焕,烉
餏,饻
饻,餏
餙,飾
餙,饰
餙,餝
饰,飾
饰,餝
饰,餙
餷,馇
馇,餷
熗,炝
饃,馍
馍,饃
燶,㶶
㶶,燶
燷,燣
饢,馕
馕,饢
饤,飣
爷,爺
饦,飥
牍,牘
饧,餳
饨,飩
牵,牽
牵,撁
牺,犧
牺,犠
饩,餼
饪,飪
饪,餁
饪,㶵
犊,犢
犊,㸿
鲽,鰈
鲾,鰏
鳀,鯷
鳁,鰛
鳁,鰮
鳂,鰃
鳃,鰓
鳄,鰐
鳄,鱷
鳅,鰍
鳆,鰒
鳇,鰉
鳈,鰁
鳊,鯿
鳋,鰠
鳌,鰲
鳌,鼇
鳍,鰭
鳎,鰨
鳎,鮙
鳏,鰥
鳏,𩻄
鳐,鰩
鳑,鰟
鳒,鰜
鳓,鰳
鳔,鰾
鳕,鱈
鳖,鼈
鳖,龞
鳖,鱉
鳗,鰻
鳘,鰵
鳘,䲄
鳙,鱅
鳚,䲁
鳛,鰼
鳜,鱖
鳝,鱔
鳝,䱧
鳞,鱗
鳟,鱒
鳠,鱯
鳡,鱤
鳢,鱧
鳣,鱣
鸠,鳩
鸡,鳮
鸢,鳶
鸣,鳴
鸤,鳲
鸥,鴎
鸥,鷗
鸥,䳼
鸦,鴉
鸦,鵶
鸦,𩿎
鸨,鴇
鸩,鴆
鸪,鴣
鸭,鴨
鸮,鴞
鸯,鴦
鸰,鴒
鸰,䴒
鸱,鴟
鸲,鴝
鸳,䳃
鸴,鴬
鸴,鶯
鸴,鸎
鸴,鷪
鸴,莺
鸵,鴕
鸸,鴯
鸹,鴰
鸺,鵂
鸻,鴴
鸼,鵃
鸽,鴿
鸽,䧻
鸾,鵉
鸾,鸞
鸿,鴻
鸿,䲨
鹀,鵐
鹁,鵓
鹃,鵑
鹄,鵠
鹅,鵝
鹅,鵞
鹅,䳘
鹆,鵒
鹈,鵜
鹉,鵡
鹊,鵲
鹊,䧿
鹋,鶓
鹌,鵪
鹌,鶕
鹌,䨄
鹍,鵾
鹎,鵯
鹏,鵬
鹐,鵮
鹑,鶉
鹑,㝇
鹒,鶊
鹓,鵷
鹕,鶘
犷,獷
狝,獮
狞,獰
狮,獅
狯,獪
狰,猙
狱,獄
狲,猻
猃,獫
猡,玀
獭,獺
獭,㺚
玑,璣
玑,㼄
玙,璵
玚,瑒
环,環
玱,瑲
珰,璫
琎,璡
琐,瑣
琐,琑
瑷,璦
瑸,璸
电,電
畅,暢
疖,癤
疗,療
疟,瘧
疡,瘍
疬,癧
疭,瘲
疮,瘡
痈,癰
痈,癕
痈,㿈
痉,痙
痖,瘂
痨,癆
痪,瘓
痫,癇
痫,癎
瘅,癉
瘆,瘮
瘗,瘞
瘪,癟
瘪,㿜
瘫,癱
瘾,癮
癞,癩
癫,癲
皑,皚
皼,鼓
皼,皷
皼,鼔
盏,盞
盏,𥁫
盐,塩
盐,鹽
盐,䀋
盐,𦣪
监,監
盘,盤
盘,鎜
眍,瞘
睐,睞
睑,瞼
睑,𥇥
瞒,瞞
瞒,𥈞
矈,矏
矫,矯
矶,磯
矾,礬
矿,礦
矿,砿
砀,碭
砖,磚
砾,礫
砾,䃯
础,礎
硁,硜
硖,硤
硗,磽
硙,磑
硚,礄
鹖,鶡
鹗,鶚
鹘,鶻
鹙,鶖
鹚,鷀
鹚,鶿
鹛,鶥
鹜,鶩
鹜,䳱
鹜,𨾣
鹝,鷊
鹞,鷂
鹟,鶲
鹠,鶹
鹡,鶺
鹣,鶼
鹤,鶴
鹤,鸖
鹤,䳽
鹤,鶴
鹥,鷖
鹧,鷓
鹨,鷚
鹩,鷯
鹪,鷦
鹫,鷲
鹬,鷸
鹭,鷺
鹭,鴼
鹮,䴉
鹮,䴋
硵,磠
硶,磣
硶,碜
碜,磣
碜,硶
礄,硚
礅,䃦
祍,衽
祍,袵
祸,禍
祸,禍
祸,旤
祸,䄀
禆,裨
饫,飫
饫,秗
饬,飭
饭,飯
饭,飯
饭,飰
饮,飲
饮,飮
饮,㱃
饮,淾
饯,餞
饯,䬻
饱,飽
饲,飼
饲,飼
饲,飤
饳,飿
饴,飴
饵,餌
饵,㢽
秃,禿
秽,穢
秾,穠
稳,穩
稳,穏
稳,㝧
穑,穡
穑,穯
穯,穑
穯,穡
窍,竅
窍,䆻
窜,竄
窜,䞼
窝,窩
窦,竇
窭,窶
竖,竪
竖,豎
竖,䝂
竞,競
竞,竸
笺,箋
笺,䇳
笾,籩
筚,篳
筛,篩
筛,籭
筜,簹
签,簽
箧,篋
箧,匧
箨,籜
箩,籮
箫,簫
箫,簘
箫,𪛕
篓,簍
篮,籃
篯,籛
簖,籪
簮,簪
籁,籟
饶,饒
饶,𩜙
饷,餉
饷,䊑
饸,餄
饺,餃
饼,餅
饼,餠
饽,餑
饾,餖
饿,餓
馀,餘
馀,余
粪,糞
馁,餒
馂,餕
粬,麹
粬,麴
粬,麯
粵,粤
馃,餜
馄,餛
馅,餡
糁,糝
馆,館
馆,館
馆,舘
糭,粽
糭,糉
馈,饋
馉,餶
馊,餿
馋,饞
馌,饁
紧,緊
絷,縶
緐,繁
緐,繁
緐,䋣
馎,餺
馎,䬪
馏,餾
馐,饈
馑,饉
馒,饅
馓,饊
馓,糤
馔,饌
驺,騶
驿,驛
驿,駅
骁,驍
骄,驕
骅,驊
骊,驪
验,驗
验,験
验,騐
骕,驌
骖,驂
髅,髏
髅,䫫
髋,髖
髌,髕
髌,臏
髌,膑
鬓,鬢
鬓,髩
鬓,鬂
鬝,鬜
魇,魘
魇,㱘
魉,魎
緓,绬
绬,緓
緔,绱
绱,緔
緾,纏
緾,纒
緾,缠
纄,蓬
纄,蘕
鯍,䲛
纠,糾
纠,糺
纡,紆
纡,䊸
红,紅
纣,紂
纤,纖
纤,繊
纤,纎
纥,紇
约,約
鲈,鱸
鲈,魲
级,級
鲎,鱟
鲗,鰂
纨,紈
纩,纊
纩,絋
纪,紀
纫,紉
纬,緯
纭,紜
纮,紘
纮,綋
纯,純
纯,𥾑
纯,㝄
纰,紕
纱,紗
纲,綱
纲,㭃
纳,納
纴,紝
纴,絍
纵,縱
纵,縦
纶,綸
纷,紛
纸,紙
纸,帋
纹,紋
纺,紡
纻,紵
纼,紖
纽,紐
纾,紓
纾,䋡
线,綫
线,線
线,缐
绀,紺
绁,紲
绁,絏
绂,紱
练,練
练,練
组,組
绅,紳
细,細
织,織
织,𦀗
终,終
绉,䋓
绉,縐
绊,絆
鲙,鱠
绋,紼
绌,絀
绍,紹
绍,綤
绎,繹
鲚,鱭
鲚,鮆
经,經
经,経
经,坕
鲟,鱘
鲡,鱺
绐,紿
绐,緿
鲢,鰱
鲣,鰹
鲥,鰣
鲦,鰷
鲦,䱔
鲼,鱝
鲿,鱨
鳉,鱂
绑,綁
绒,絨
结,結
绔,絝
绕,繞
绖,絰
绗,絎
绘,絵
绘,繪
给,給
绚,絢
绛,絳
络,絡
绝,絕
绝,絶
绞,絞
统,統
统,綂
绠,綆
绠,䋁
绠,䌄
绡,綃
绢,絹
绣,綉
绣,繍
绣,繡
绤,綌
绥,綏
绦,縧
绦,絛
继,繼
继,継
继,㡭
绨,綈
鸧,鶬
绩,績
鸫,鶇
鸬,鸕
鸶,鷥
绪,緒
绪,緖
鸷,鷙
绫,綾
鹂,鸝
续,続
续,續
绮,綺
鹇,鷳
鹇,鷴
鹇,鷼
鹔,鷫
绯,緋
绰,綽
绲,緄
鹢,鷁
绳,繩
绳,縄
绳,䋲
鹦,鸚
鹦,䨉
鹾,鹺
维,維
黉,黌
绵,綿
绵,緜
绵,㮌
黡,黶
绶,綬
黩,黷
绷,繃
绷,綳
绷,䙀
黪,黲
绸,綢
绹,綯
绺,綹
齑,齏
齑,韲
齑,虀
齑,䪡
齑,䪠
齑,䪣
齑,䪢
龀,齔
绻,綣
龁,齕
综,綜
龂,齗
龃,齟
龃,𪗱
绽,綻
绾,綰
龅,齙
龆,齠
绿,綠
绿,緑
龇,齜
缀,綴
缁,緇
缁,䊷
缁,䌶
龈,齦
龉,齬
龉,𪘚
龊,齪
缂,緙
缃,緗
龋,齲
龋,䶚
缄,緘
缅,緬
缆,纜
缆,䌫
龌,齷
缇,緹
缈,緲
缉,緝
缊,縕
缊,緼
缋,繢
缌,緦
缍,綞
缎,緞
缎,縀
缏,緶
缐,線
缐,綫
缐,线
龮,驥
龮,蘎
龮,𩦸
龮,骥
缑,緱
缒,縋
缒,䋘
缓,緩
钺,鉞
钺,龯
钺,䤦
缔,締
龯,鉞
龯,钺
龯,䤦
缕,縷
编,編
缗,緡
缗,緍
缘,緣
缘,縁
缙,縉
缙,縉
缚,縛
缛,縟
缜,縝
缝,縫
缝,綘
缞,縗
缟,縞
鹯,鸇
鹰,鷹
鹱,鸌
鹲,鸏
鹲,䴌
鹳,鸛
鹴,鸘
鼋,黿
鼌,鼂
鼍,鼉
龄,齢
龄,齡
钆,釓
钇,釔
针,針
缠,纏
缠,纒
缠,緾
缡,縭
缢,縊
缣,縑
凞,凞
缤,繽
缥,縹
缦,縵
缦,𦆅
缧,縲
缧,纝
缨,纓
缨,䋝
缩,縮
缪,繆
缫,繅
缬,纈
缭,繚
缮,繕
缯,繒
缰,繮
缱,繾
缲,繰
缳,繯
缴,繳
礼,礼
礼,禮
缵,纘
缵,纉
罚,罰
罚,罸
罴,羆
羟,羥
翘,翹
翙,翽
逸,逸
逸,逸
耢,耮
耧,耬
聂,聶
职,職
职,聀
职,軄
聍,聹
聓,婿
聓,壻
聓,聟
聪,聰
聪,聡
聪,聦
聫,聯
聫,聨
聫,聮
肀,聿
肃,肅
肃,粛
肠,腸
肠,膓
肾,腎
肿,腫
胁,脅
胁,脋
胁,𦚰
胨,腖
胪,臚
胫,脛
胫,𦙾
脏,臟
脏,臓
脐,臍
脐,𦜝
脐,䐡
脑,腦
脑,脳
脑,匘
脓,膿
脶,腡
脸,臉
腼,靦
腼,䩄
膑,臏
膑,髕
膑,髌
舣,艤
舱,艙
舻,艫
舻,舮
艰,艱
艰,囏
艳,艷
艳,艶
艳,豓
艳,豔
艳,𧰟
艺,藝
艺,芸
艺,兿
节,節
节,節
鶴,鶴
鶴,鸖
鶴,䳽
鶴,鹤
芗,薌
苈,藶
苍,蒼
苎,苧
苏,蘇
苏,蘓
茔,塋
茕,煢
茕,焭
茕,㒌
茕,㷀
荙,薘
荛,蕘
荜,蓽
荞,蕎
荟,薈
荡,蕩
荡,蘯
荡,盪
荥,滎
荦,犖
荧,熒
荨,蕁
荩,藎
荪,蓀
荪,䕖
荫,蔭
荫,䕃
荫,𦹥
荫,𨼲
荬,蕒
荭,葒
荮,葤
莳,蒔
莴,萵
莶,薟
㐵,儒
莸,蕕
莹,瑩
莺,鶯
莺,鴬
莺,鸎
莺,鷪
莺,鸴
㑇,㑳
㑈,倲
㑫,企
㑹,會
㑹,会
㑹,㞧
㑺,儁
㑺,㒞
㒷,興
钉,釘
钊,釗
钋,釙
钌,釕
钍,釷
钏,釧
钐,釤
钑,鈒
钒,釩
钓,釣
钔,鍆
钕,釹
钖,鍚
钗,釵
钘,鈃
钘,銒
钙,鈣
钚,鈈
钛,鈦
钜,鉅
钝,鈍
钝,䤜
钞,鈔
钠,鈉
钡,鋇
钢,鋼
钣,鈑
钤,鈐
钥,鑰
钦,欽
钧,鈞
钧,銁
钧,銞
钨,鎢
钩,鈎
钩,鉤
钪,鈧
钫,鈁
钬,鈥
钭,鈄
钮,鈕
钯,鈀
钰,鈺
钱,銭
钱,錢
钱,㦮
钲,鉦
钳,鉗
钳,䈤
钴,鈷
钵,鉢
钵,缽
钶,鈳
钷,鉕
莼,蒓
萖,莞
萚,蘀
萝,蘿
萦,縈
萧,蕭
萧,䔥
萨,薩
萨,蕯
蒌,蔞
䲘,鳤
鳤,䲘
釺,钎
钎,釺
㔉,劚
蓝,藍
蓠,蘺
蓥,鎣
蔷,薔
㕔,廳
㕔,庁
㕔,廰
㕔,厅
㕔,厛
蔹,蘞
蔹,蘝
蔼,譪
蔼,藹
蕲,蘄
蕴,蘊
㕘,參
㕘,参
㕘,叅
㕘,叄
㕘,叁
蕵,薞
藲,櫙
蘔,蘏
蘝,蘞
蘝,蔹
蘷,夔
蘷,虁
虏,虜
虏,虜
㖊,噚
虾,蝦
㖞,喎
虿,蠆
虿,䘍
蚀,蝕
㖭,舔
蚁,蟻
蚃,蠁
蚃,䖮
蛏,蟶
蛰,蟄
蛱,蛺
蛲,蟯
蛳,螄
蛴,蠐
蜖,蛔
蜗,蝸
蝈,蟈
蝾,蠑
螨,蟎
蟏,蠨
蟏,蟰
衔,銜
衔,啣
衔,㘅
衔,衘
补,補
补,䋠
衬,襯
袅,裊
袯,襏
裆,襠
裣,襝
褴,襤
褴,繿
褴,䍀
覄,覆
览,覽
览,覧
觊,覬
觌,覿
觞,觴
觯,觶
觯,觗
誊,謄
謢,護
謢,护
讆,讏
计,計
订,訂
讣,訃
认,認
讥,譏
讦,訐
讧,訌
讨,討
让,讓
让,譲
讪,訕
讫,訖
讬,託
训,訓
议,議
讯,訊
讯,訙
讯,䛜
㗑,唄
㗑,呗
记,記
记,𧪄
讱,訒
讲,講
讳,諱
讴,謳
讴,𧦅
讵,詎
讶,訝
讷,訥
许,許
讹,訛
讹,譌
㘔,㗷
㗷,㘔
㘃,喏
㘯,場
㘯,塲
㘯,场
㘽,栽
论,論
讻,訩
讻,詾
讼,訟
讼,䛦
讽,諷
设,設
访,訪
诀,訣
证,證
证,証
证,䥌
证,䥭
诂,詁
诃,訶
评,評
诅,詛
识,識
诇,詗
诈,詐
诉,訴
诊,診
诋,詆
诋,呧
诌,謅
词,詞
词,䛐
诎,詘
诏,詔
诐,詖
译,譯
译,訳
诒,詒
诓,誆
诔,誄
诔,䛶
试,試
诖,詿
诗,詩
诘,詰
㚄,疐
诙,詼
诚,誠
钸,鈽
钹,鈸
钻,鑽
钻,鑚
钼,鉬
钽,鉭
钾,鉀
钿,鈿
铀,鈾
铁,鐵
铁,鉄
铁,鐡
铁,銕
铁,䥫
铂,鉑
铃,鈴
铄,鑠
铅,鉛
铆,鉚
铆,𨥫
铇,鉋
铈,鈰
铉,鉉
铊,鉈
铋,鉍
铌,鈮
铍,鈹
铎,鐸
铎,鈬
铏,鉶
铐,銬
铑,銠
铒,鉺
铓,鋩
铓,釯
铔,錏
铕,銪
铖,鋮
铗,鋏
铗,𨦇
铘,鋣
铘,鎁
铙,鐃
铚,銍
铛,鐺
铜,銅
铝,鋁
诛,誅
诜,詵
话,話
话,䛡
诞,誕
诟,詬
诟,訽
诠,詮
诡,詭
询,詢
诣,詣
诤,諍
该,該
详,詳
诧,詫
诨,諢
诩,詡
诪,譸
诫,誡
诫,䛺
诬,誣
诬,誈
语,語
诮,誚
误,誤
诰,誥
诱,誘
诱,䛻
诲,誨
诳,誑
说,說
说,説
诵,誦
诶,誒
请,請
诸,諸
诸,諸
诹,諏
诺,諾
读,讀
读,読
诼,諑
诽,誹
课,課
诿,諉
谀,諛
谀,䛕
谁,誰
谂,諗
调,調
谄,諂
谄,讇
谅,諒
谆,諄
谇,誶
谈,談
谉,讅
谊,誼
谊,竩
谋,謀
谋,㖼
谌,諶
谍,諜
谎,謊
谎,詤
谏,諫
谏,諌
谐,諧
谑,謔
谒,謁
谒,謁
谓,謂
谔,諤
谕,諭
谖,諼
谗,讒
谗,䜛
谘,諮
谙,諳
谚,諺
谛,諦
谜,詸
谜,謎
谝,諞
谞,諝
谟,謨
谟,謩
谠,讜
谠,譡
谡,謖
谢,謝
谣,謠
谣,謡
谣,䚺
谤,謗
谥,謚
谥,諡
谦,謙
谧,謐
谨,謹
谨,謹
谩,謾
谩,㗄
谪,謫
谪,讁
谫,謭
谫,譾
谬,謬
谭,譚
谭,䜖
谮,譖
谮,譛
谯,譙
谰,讕
谰,譋
谱,譜
谲,譎
谳,讞
谴,譴
谵,譫
谶,讖
谶,䜟
豒,豑
豮,豶
賘,贓
賘,賍
賘,赃
賘,贜
账,賬
购,購
贱,賤
贱,賎
贲,賁
贽,贄
赉,賚
赎,贖
赵,趙
趸,躉
跃,躍
跄,蹌
跞,躒
跶,躂
跷,蹺
跸,蹕
跸,𠌫
跹,躚
跹,蹮
跺,跥
跻,躋
跻,䠁
踙,踂
踬,躓
踭,㬹
㛠,嫺
㛠,嫻
㛠,娴
踯,躑
蹒,蹣
蹿,躥
躗,躛
躼,軂
軚,軑
軚,轪
转,轉
转,転
轮,輪
轰,轟
轰,軣
轳,轤
轳,䡎
轹,轢
轻,輕
轻,軽
轿,轎
辆,輛
辆,輌
辔,轡
㛤,孋
㛲,髪
㛲,髮
㛲,发
㜀,孀
㝉,宁
㞠,屪
㟆,㠏
㟥,嵾
㟥,㠁
㟯,峉
㠜,嶷
㡎,幓
辩,辯
辩,弁
辩,䛒
辫,辮
辽,遼
迈,邁
迈,𨙚
迖,达
进,進
远,遠
远,逺
迟,遲
迟,遅
迟,遟
选,選
㢘,廉
㢘,廉
㢘,亷
㢠,迥
㢠,逈
㢠,䢛
㢭,弢
逊,遜
逊,愻
逦,邐
逻,邏
㣧,胤
邝,鄺
邬,鄔
邺,鄴
邻,鄰
邻,隣
邻,厸
郏,郟
郐,鄶
郦,酈
铞,銱
铠,鎧
铡,鍘
铢,銖
铣,銑
铤,鋌
铥,銩
铦,銛
铦,銽
铧,鏵
铨,銓
铩,鎩
铪,鉿
铫,銚
铬,鉻
铭,銘
铮,錚
铯,銫
铰,鉸
铱,銥
铲,鏟
铲,𨩱
铳,銃
铴,鐋
铵,銨
银,銀
铷,銣
铸,鑄
铸,鋳
铹,鐒
铺,鋪
铺,舗
铺,舖
铻,鋙
铼,錸
铽,鋱
链,鏈
铿,鏗
销,銷
锁,鎖
锁,鏁
锁,鎻
锂,鋰
锃,鋥
锄,鋤
锅,鍋
锆,鋯
锇,鋨
锈,銹
锈,鏥
锉,銼
锊,鋝
锋,鋒
锋,鏠
锋,鎽
锌,鋅
锎,鐦
锏,鐧
锏,鐗
锐,銳
锐,鋭
锑,銻
锒,鋃
锓,鋟
锔,鋦
锕,錒
锖,錆
锗,鍺
锘,鍩
错,錯
锚,錨
锛,錛
锜,錡
锝,鍀
锞,錁
锟,錕
锠,錩
锡,錫
锡,㒪
锢,錮
锣,鑼
锤,錘
锦,錦
锧,鑕
锩,錈
锫,錇
锫,鉳
锬,錟
锭,錠
键,鍵
锯,鋸
锰,錳
锱,錙
锱,鍿
锲,鍥
锳,鍈
锴,鍇
锵,鏘
锵,𨪙
锶,鍶
锷,鍔
锸,鍤
锹,鍬
锹,鍫
锺,鍾
锺,钟
锻,鍛
锻,煅
锼,鎪
锼,䤹
锽,鍠
锾,鍰
锿,鎄
锿,鑀
镀,鍍
镁,鎂
镂,鏤
镃,鎡
镄,鐨
镅,鎇
镆,鏌
镇,鎮
镇,鎭
镈,鎛
镉,鎘
镊,鑷
镋,钂
镌,鐫
镌,鎸
镍,鎳
镎,鎿
镎,錼
镏,鎦
镏,鐂
镐,鎬
镑,鎊
镒,鎰
镓,鎵
郸,鄲
酝,醞
酝,醖
酦,醱
酦,醗
酱,醬
酱,醤
酽,釅
㤘,㥮
酾,釃
㤭,憍
酿,釀
酿,醸
释,釋
释,釈
㤽,懤
㤽,㦞
鈫,鈙
鉳,錇
鉳,锫
鉴,鑒
鉴,鑑
鉴,鍳
鉴,鑬
㥪,慺
銱,铞
鋶,锍
锍,鋶
錼,镎
錼,鎿
㧏,掆
鍁,锨
锨,鍁
鍃,锪
㧐,㩳
锪,鍃
㧑,撝
鎼,罅
㧛,掔
㧛,孯
鎽,锋
鎽,鋒
鎽,鏠
㧟,擓
㧟,㨤
鏰,镚
镚,鏰
㧰,擽
㧰,攊
㧱,拿
㧱,拏
㧵,抔
铟,銦
㨘,擤
㨫,㩜
㨫,擥
㩁,搉
鑀,鎄
鑀,锿
鑔,镲
镲,鑔
㫣,黽
㫣,黾
㬟,朆
㭍,柒
㭎,棡
镔,鑌
镖,鏢
镗,鏜
镘,鏝
镘,𨭜
镙,鏍
镛,鏞
镛,銿
镜,鏡
镝,鏑
㮣,槩
㮣,概
㮣,槪
㱩,殰
镞,鏃
镟,鏇
镠,鏐
镡,鐔
镣,鐐
镢,鐝
镤,鏷
镥,鑥
镦,鐓
镦,鐜
镧,鑭
镧,钄
镨,鐠
镩,鑹
镪,鏹
镫,鐙
镬,鑊
镭,鐳
镮,鐶
镯,鐲
镰,鐮
镰,鎌
镰,䥥
镱,鐿
镳,鑣
镳,䮽
镴,鑞
镵,鑱
镵,䤫
镶,鑲
㲘,氍
㲲,氎
㲿,瀇
㳔,濧
㳕,灡
㳝,洭
㳠,澾
㳡,濄
㳰,溝
㴋,潚
㷛,煲
㸓,㫘
㹪,狦
㺍,獱
㺦,𤣆
㺯,弄
㺯,挊
㺯,挵
㺵,玖
㻅,璯
䳹,𪄺
䲝,䱽
䲝,鯧
䲝,鲳
䯅,䯀
䯄,騧
䭾,馱
䭾,駄
䭾,驮
䪢,齏
䪢,韲
䪢,虀
䪢,䪡
䪢,䪠
䪢,䪣
䪢,齑
䨙,霪
䨔,雹
䨔,䨌
䦢,闊
䦢,濶
䦢,𤄃
䦢,阔
䦆,钁
䦅,鐥
䥇,䦂
䦂,䥇
䥾,䥱
䥽,鏺
䥺,釾
䥥,鐮
䥥,鎌
䥥,镰
䤦,鉞
䤦,钺
䤦,龯
䡻,䡑
䡹,輊
䡹,轾
䠲,聆
䝙,貙
