漢字,漢字構成
鬀,丨＋一＋厶＋彡＋八＋弓＋丿
鬀,丨＋一＋厶＋彡＋丷＋弓＋丿
剅,剅
剅,豆＋刂
剡,剡
剡,炎＋刂
剡,火＋刂
㱕,㱕
㱕,止＋帚
㱕,止＋彐＋冖＋巾
剘,剘
剘,其＋刂
剘,卄＋一＋八＋刂
剘,一＋丨＋八＋刂
剠,剠
剠,京＋刂
剠,亠＋口＋小＋刂
㓻,㓻
㓻,罡＋刂
㓻,罒＋正＋刂
㓻,罒＋一＋止＋刂
刚,刚
刚,冈＋刂
刚,冂＋㐅＋刂
剒,剒
剒,昔＋刂
剒,龷＋日＋刂
剒,卄＋一＋日＋刂
剒,一＋丨＋日＋刂
剗,剗
剗,戔＋刂
剗,戈＋刂
刬,刬
刬,戋＋刂
剚,剚
剚,事＋刂
剚,一＋口＋彐＋亅＋刂
剟,剟
剟,叕＋刂
剟,双＋刂
剟,又＋刂
剕,剕
剕,非＋刂
䠊,䠊
䠊,足＋非
䠊,口＋龰＋非
䠊,口＋止＋非
剜,剜
剜,宛＋刂
剜,宀＋夗＋刂
剜,宀＋夕＋㔾＋刂
剭,剭
剭,屋＋刂
剭,尸＋至＋刂
剭,尸＋一＋厶＋土＋刂
剮,剮
剮,咼＋刂
剮,冎＋口＋刂
剐,剐
剐,呙＋刂
剐,口＋内＋刂
剐,口＋冂＋人＋刂
剨,剨
剨,砉＋刂
剨,丯＋石＋刂
剨,丰＋石＋刂
剨,彡＋丨＋丆＋口＋刂
剨,三＋丨＋丆＋口＋刂
剨,彡＋丨＋一＋丿＋口＋刂
㓵,㓵
㓵,咢＋刂
㓵,吅＋亏＋刂
㓵,口＋一＋丂＋刂
㓵,口＋二＋刂
㓶,㓶
㓶,契＋刂
㓶,㓞＋大＋刂
㓶,丰＋刀＋大＋刂
㓶,丯＋刀＋大＋刂
㓶,三＋丨＋刀＋大＋刂
㓶,彡＋丨＋刀＋大＋刂
㓶,一＋丨＋刀＋大＋刂
剫,剫
剫,度＋刂
剫,广＋廿＋又＋刂
剬,剬
剬,耑＋刂
剬,山＋而＋刂
剬,山＋一＋丿＋冂＋丨＋刂
剶,剶
剶,彖＋刂
剶,彑＋刂
㓷,㓷
㓷,臬＋刂
㓷,自＋木＋刂
劓,劓
劓,鼻＋刂
劓,自＋田＋廾＋刂
劓,自＋畀＋刂
劓,自＋田＋一＋丿＋丨＋刂
劓,自＋田＋丌＋刂
刅,刅
刅,刃＋丶
刅,刀＋丿＋丶
戧,戧
戧,倉＋戈
戧,亼＋口＋戈
戧,亽＋口＋戈
戧,人＋一＋口＋戈
戧,人＋丶＋口＋戈
戗,戗
戗,仓＋戈
戗,人＋㔾＋戈
创,创
创,仓＋刂
创,人＋㔾＋刂
剷,剷
剷,產＋刂
剷,産＋刂
剷,文＋厂＋生＋刂
剷,产＋生＋刂
剷,亠＋乂＋厂＋生＋刂
剷,亠＋丷＋厂＋生＋刂
剷,亠＋丿＋厂＋生＋刂
剼,剼
剼,參＋刂
剼,厽＋㐱＋刂
剼,厶＋厸＋人＋彡＋刂
劋,劋
劋,喿＋刂
劋,品＋木＋刂
劋,口＋吅＋木＋刂
剸,剸
剸,專＋刂
剸,一＋日＋丨＋寸＋刂
剻,剻
剻,崩＋刂
剻,山＋朋＋刂
剻,山＋月＋刂
剹,剹
剹,翏＋刂
剹,羽＋㐱＋刂
剹,羽＋人＋彡＋刂
劀,劀
劀,矞＋刂
劀,矛＋冏＋刂
劀,予＋丿＋冂＋㕣＋刂
劀,予＋丿＋冂＋儿＋口＋刂
劀,龴＋乛＋亅＋丿＋冂＋八＋口＋刂
劀,龴＋乛＋亅＋丿＋冂＋儿＋口＋刂
劂,劂
劂,厥＋刂
劂,厂＋欮＋刂
劂,厂＋屰＋欠＋刂
劂,厂＋䒑＋屮＋丿＋乛＋人＋刂
劂,厂＋丷＋一＋凵＋丨＋丿＋乛＋人＋刂
劊,劊
劊,會＋刂
劊,亼＋日＋刂
劊,人＋一＋日＋刂
刽,刽
刽,会＋刂
刽,人＋云＋刂
刽,人＋二＋厶＋刂
刽,人＋一＋厶＋刂
劌,劌
劌,歲＋刂
劌,止＋戌＋刂
劌,止＋戊＋一＋刂
劌,止＋丿＋戈＋一＋刂
刿,刿
刿,岁＋刂
刿,山＋夕＋刂
㔅,㔅
㔅,肅＋刂
㔅,肀＋片＋一＋爿＋刂
劅,劅
劅,蜀＋刂
劅,罒＋勹＋虫＋刂
刘,刘
刘,文＋刂
刘,亠＋乂＋刂
刘,亠＋丿＋刂
劐,劐
劐,蒦＋刂
劐,艹＋隻＋刂
劐,艹＋隹＋又＋刂
劕,劕
劕,質＋刂
劕,斦＋貝＋刂
劕,斤＋貝＋刂
劖,劖
劖,毚＋刂
劖,㲋＋兔＋刂
劖,⺈＋口＋比＋免＋丶＋刂
劗,劗
劗,贊＋刂
劗,兟＋貝＋刂
劗,先＋貝＋刂
劗,丿＋十＋兀＋貝＋刂
劗,丿＋十＋一＋儿＋貝＋刂
劘,劘
劘,靡＋刂
劘,麻＋非＋刂
劘,广＋林＋非＋刂
劘,广＋木＋非＋刂
劚,劚
劚,屬＋刂
劚,尸＋蜀＋刂
劚,尸＋罒＋勹＋虫＋刂
劙,劙
劙,蠡＋刂
劙,彖＋䖵＋刂
劙,彑＋虫＋刂
劜,劜
劜,力＋乚
攰,攰
攰,支＋力
攰,十＋又＋力
劦,劦
劦,力
劥,劥
劥,亢＋力
劥,亠＋几＋力
劧,劧
劧,手＋力
刦,刦
刦,去＋刂
刦,土＋厶＋刂
刼,刼
刼,去＋刄
刼,去＋刃
刼,土＋厶＋刀＋乀
刼,土＋厶＋刀＋丶
刼,土＋厶＋刀＋丿
劯,劯
劯,石＋力
劯,丆＋口＋力
劯,一＋丿＋口＋力
劰,劰
劰,白＋力
劸,劸
劸,圭＋力
劸,土＋力
欗,欗
欗,木＋蘭
欗,木＋艹＋䦨
欗,木＋艹＋門＋東
劻,劻
劻,匡＋力
劻,匚＋王＋力
勷,勷
勷,襄＋力
勷,衣＋吅＋井＋一＋力
勷,亠＋口＋二＋丿＋丨＋一＋力
欙,欙
欙,木＋纍
欙,木＋畾＋糸
欙,木＋田＋幺＋小
劶,劶
劶,后＋力
劶,⺁＋一＋口＋力
勏,勏
勏,咅＋力
勏,立＋口＋力
缼,缼
缼,缶＋欠
缼,缶＋丿＋乛＋人
惞,惞
惞,忄＋欣
惞,忄＋斤＋欠
惞,忄＋斤＋丿＋乛＋人
㰤,㰤
㰤,可＋欠
㰤,丁＋口＋丿＋乛＋人
㰤,一＋亅＋口＋丿＋乛＋人
㰦,㰦
㰦,去＋欠
㰦,土＋厶＋丿＋乛＋人
欨,欨
欨,句＋欠
欨,勹＋口＋丿＋乛＋人
劺,劺
劺,牟＋力
劺,厶＋牛＋力
劷,劷
劷,羊＋力
劽,劽
劽,列＋力
劽,歹＋刂＋力
劽,一＋夕＋刂＋力
劲,劲
劲,工＋力
劤,劤
劤,斤＋力
勈,勈
勈,甬＋力
勈,龴＋用＋力
欬,欬
欬,亥＋欠
欬,亠＋人＋丿＋乛
勆,勆
勆,良＋力
勆,丨＋艮＋力
欯,欯
欯,吉＋欠
欯,士＋口＋丿＋乛＋人
欮,欮
欮,屰＋欠
欮,䒑＋屮＋丿＋乛＋人
欮,丷＋一＋凵＋丨＋丿＋乛＋人
勌,勌
勌,卷＋力
勌,巻＋力
勌,龹＋㔾＋力
勌,龹＋己＋力
勌,丷＋二＋人＋㔾＋力
勌,八＋二＋人＋㔾＋力
勌,丷＋二＋人＋己＋力
勌,八＋二＋人＋己＋力
勌,丷＋一＋人＋㔾＋力
勌,八＋一＋人＋㔾＋力
勌,丷＋一＋人＋己＋力
勌,八＋一＋人＋己＋力
欱,欱
欱,合＋欠
欱,亼＋口＋丿＋乛＋人
欱,人＋一＋口＋丿＋乛
欫,欫
欫,止＋欠
欫,止＋丿＋乛＋人
勐,勐
勐,孟＋力
勐,子＋皿＋力
欶,欶
欶,束＋欠
欶,束＋丿＋乛＋人
㱁,㱁
㱁,祟＋欠
㱁,出＋示＋丿＋乛＋人
勑,勑
勑,來＋力
勑,木＋从＋力
勑,木＋人＋力
勔,勔
勔,面＋力
勔,一＋丿＋囬＋力
勔,一＋丿＋囗＋丨＋力
勜,勜
勜,翁＋力
勜,公＋羽＋力
勜,八＋厶＋羽＋力
欿,欿
欿,臽＋欠
欿,⺈＋臼＋丿＋乛＋人
勥,勥
勥,強＋力
勥,强＋力
勥,弓＋厶＋虫＋力
勥,弓＋虽＋力
勥,弓＋口＋虫＋力
㔟,㔟
㔟,生＋丸＋力
㔟,生＋九＋丶＋力
勡,勡
勡,票＋力
勡,覀＋示＋力
勡,襾＋示＋力
勡,西＋示＋力
勡,一＋儿＋口＋示＋力
勩,勩
勩,貰＋力
勩,世＋貝＋力
勚,勚
勚,贳＋力
勚,世＋贝＋力
欻,欻
欻,炎＋欠
欻,火＋丿＋乛＋人
歘,歘
歘,焱＋欠
歘,火＋炏＋丿＋乛＋人
㰹,㰹
㰹,咸＋欠
㰹,戌＋口＋丿＋乛＋人
㰹,戊＋一＋口＋丿＋乛＋人
㰹,丿＋戈＋一＋口＋乛＋人
歆,歆
歆,音＋欠
歆,立＋日＋丿＋乛＋人
歂,歂
歂,耑＋欠
歂,山＋而＋丿＋乛＋人
歂,山＋一＋丿＋冂＋丨＋乛＋人
歋,歋
歋,虒＋欠
歋,⺁＋虎＋丿＋乛＋人
歋,⺁＋虍＋儿＋丿＋乛＋人
歋,⺁＋虍＋几＋丿＋乛＋人
歋,⺁＋卜＋丿＋乛＋七＋儿＋人
歋,⺁＋卜＋丿＋乛＋七＋几＋人
歍,歍
歍,烏＋欠
歍,烏＋丿＋乛＋人
歊,歊
歊,高＋欠
歊,亠＋口＋冋＋丿＋乛＋人
歊,亠＋口＋冂＋丿＋乛＋人
歒,歒
歒,啇＋欠
歒,亠＋丷＋冂＋古＋丿＋乛＋人
歒,亠＋丷＋冂＋十＋口＋丿＋乛＋人
歜,歜
歜,蜀＋欠
歜,罒＋勹＋虫＋丿＋乛＋人
歕,歕
歕,賁＋欠
歕,十＋卄＋貝＋丿＋乛＋人
歕,十＋一＋丨＋貝＋丿＋乛＋人
欤,欤
欤,卜＋刁＋欠
欤,卜＋刁＋丿＋乛＋人
歧,歧
歧,止＋支
歧,止＋十＋又
勬,勬
勬,絭＋力
勬,龹＋糸＋力
勬,丷＋二＋人＋幺＋小＋力
勬,八＋二＋人＋幺＋小＋力
勬,丷＋一＋人＋幺＋小＋力
勬,八＋一＋人＋幺＋小＋力
歫,歫
歫,止＋巨
勨,勨
勨,象＋力
勯,勯
勯,亶＋力
勯,㐭＋旦＋力
勯,亠＋回＋日＋一＋力
勯,亠＋囗＋口＋日＋一＋力
歭,歭
歭,止＋寺
歭,止＋土＋寸
勮,勮
勮,豦＋力
勮,虍＋豕＋力
勮,卜＋丿＋乛＋七＋豕＋力
跱,跱
跱,足＋寺
跱,口＋龰＋土＋寸
跱,口＋止＋土＋寸
歲,歲
歲,止＋戌
歲,止＋戊＋一
歲,止＋丿＋戈＋一
嵗,嵗
嵗,山＋戌
嵗,山＋戊＋一
嵗,山＋丿＋戈＋一
亗,亗
亗,山＋二
亗,山＋一
歰,歰
歰,刃＋止
歰,刀＋丶＋止
歰,刀＋丿＋止
厯,厯
厯,厂＋林＋心
厯,厂＋木＋心
歵,歵
歵,止＋責
歵,止＋龶＋貝
歺,歺
歺,卜＋夕
㱙,㱙
㱙,歹＋丂
㱙,一＋夕＋丂
歽,歽
歽,歹＋斤
歽,一＋夕＋斤
殁,殁
殁,歹＋殳
殁,一＋夕＋几＋又
歾,歾
歾,歹＋勿
歾,一＋夕＋勹＋丿
殅,殅
殅,歹＋生
殅,一＋夕＋生
殂,殂
殂,歹＋且
殂,一＋夕＋且
殈,殈
殈,歹＋血
殈,一＋夕＋丿＋皿
肂,肂
肂,歹＋聿
肂,一＋夕＋肀＋二
殑,殑
殑,歹＋克
殑,一＋夕＋古＋儿
殑,一＋夕＋十＋兄
殑,一＋夕＋十＋口＋儿
殔,殔
殔,歹＋隶
殔,一＋夕＋隶
殗,殗
殗,歹＋奄
殗,一＋夕＋大＋电
殗,一＋夕＋大＋日＋乚
勰,勰
勰,劦＋思
勰,力＋田＋心
勛,勛
勛,員＋力
勛,口＋貝＋力
殛,殛
殛,歹＋亟
殛,一＋夕＋丂＋叹
殛,一＋夕＋了＋叹
殛,一＋夕＋丂＋口＋又
殛,一＋夕＋乛＋亅＋口＋又
勱,勱
勱,萬＋力
勱,艹＋禺＋力
殙,殙
殙,歹＋昏
殙,一＋夕＋氏＋日
㱪,㱪
㱪,歹＋昬
㱪,一＋夕＋民＋日
殜,殜
殜,歹＋枼
殜,一＋夕＋世＋木
殟,殟
殟,歹＋囚＋皿
殟,歹＋昷
殟,一＋夕＋囗＋人＋皿
殟,一＋夕＋日＋皿
殠,殠
殠,歹＋臭
殠,歹＋臭
殠,一＋夕＋自＋犬
殠,一＋夕＋自＋大
勶,勶
勶,徹＋力
勶,彳＋育＋攵＋力
勶,彳＋亠＋厶＋月＋攵＋力
殥,殥
殥,歹＋寅
殥,一＋夕＋宀＋由＋八
勴,勴
勴,慮＋力
勴,虍＋思＋力
勴,卜＋丿＋乛＋七＋田＋心＋力
殣,殣
殣,歹＋堇
殣,一＋夕＋廿＋口＋丨＋三
勻,勻
勻,勹＋二
勻,勹＋一
匀,匀
匀,勹＋冫
勼,勼
勼,勹＋九
殢,殢
殢,歹＋帶
殢,一＋夕＋冖＋巾
殨,殨
殨,歹＋貴
殨,一＋夕＋中＋貝
殨,一＋夕＋口＋丨＋貝
匃,匃
匃,勹＋亾
匃,勹＋人
匄,匄
匄,勹＋亡
匄,勹＋亠
匇,匇
匇,勹＋夕
殩,殩
殩,歹＋粲
殩,一＋夕＋歺＋又＋米
殩,一＋夕＋卜＋又＋米
囱,囱
囱,丿＋囗＋夊
囱,丿＋囗＋夕
囱,丿＋囗＋夂
殭,殭
殭,歹＋畺
殭,一＋夕＋田
匉,匉
匉,勹＋平
匉,勹＋干＋丷
匉,勹＋干＋八
殬,殬
殬,歹＋睪
殬,一＋夕＋罒＋幸
殮,殮
殮,歹＋僉
殮,一＋夕＋亼＋吅＋从
殮,一＋夕＋人＋口
殰,殰
殰,歹＋賣
殰,一＋夕＋士＋買
殰,一＋夕＋士＋罒＋貝
㱾,㱾
㱾,亥＋殳
㱾,亠＋人＋几＋又
㱿,㱿
㱿,士＋冂＋一＋殳
㱿,士＋冂＋一＋几＋又
壳,壳
壳,士＋冖＋一＋几
壳,士＋冗
殺,殺
殺,㐅＋术＋殳
殺,㐅＋木＋丶＋几＋又
殹,殹
殹,医＋殳
殹,匚＋矢＋几＋又
殹,匸＋矢＋几＋又
匊,匊
匊,勹＋米
殸,殸
殸,声＋殳
殸,士＋几＋又
殽,殽
殽,肴＋殳
殽,㐅＋有＋几＋又
殽,㐅＋月＋几＋又
匌,匌
匌,勹＋合
匌,勹＋亼＋口
匌,勹＋人＋一＋口
毁,毁
毁,臼＋工＋殳
毁,臼＋工＋几＋又
殾,殾
殾,者＋殳
殾,者＋殳
殾,者＋丶＋几＋又
殾,耂＋日＋丶＋几＋又
毃,毃
毃,高＋殳
毃,亠＋口＋冋＋几＋又
毃,亠＋口＋冂＋几＋又
匋,匋
匋,勹＋缶
㔩,㔩
㔩,勹＋盍
㔩,勹＋去＋皿
㔩,勹＋土＋厶＋皿
毄,毄
毄,軎＋殳
毄,車＋口＋几＋又
匑,匑
匑,勹＋躬
匑,勹＋身＋弓
匔,匔
匔,勹＋躳
匔,勹＋身＋呂
匔,勹＋身＋口＋丿
匒,匒
匒,勹＋荅
匒,勹＋艹＋合
匒,勹＋艹＋亼＋口
匒,勹＋艹＋人＋一＋口
匓,匓
匓,勹＋皀＋殳
匓,勹＋白＋匕＋几＋又
㔮,㔮
㔮,廿＋口＋夫＋能
㔮,廿＋口＋二＋人＋䏍＋匕
㔮,廿＋口＋一＋人＋厶＋月＋匕
匜,匜
匜,匚＋也
匩,匩
匩,匚＋㞷
匩,匚＋屮＋王
匩,匚＋山＋王
匩,匚＋凵＋丿＋王
匩,匚＋凵＋丨＋王
匟,匟
匟,匚＋亢
匟,匚＋亠＋几
匞,匞
匞,匚＋工
毉,毉
毉,殹＋巫
毉,医＋殳＋工＋从
毉,匚＋矢＋几＋又＋工＋人
毉,匸＋矢＋几＋又＋工＋人
毇,毇
毇,䊆＋殳
毇,臼＋米＋几＋又
匤,匤
匤,匚＋玉
匤,匚＋王＋丶
毈,毈
毈,卵＋段
毈,卪＋殳
毈,卩＋丶＋几＋又
毌,毌
㔯,㔯
㔯,匚＋㕣
㔯,匚＋几＋口
㔯,匚＋八＋口
毐,毐
毐,士＋毋
夶,夶
夶,大
匥,匥
匥,匚＋弁
匥,匚＋厶＋廾
匥,匚＋厶＋一＋丿＋丨
㲋,㲋
㲋,⺈＋口＋比
㚟,㚟
㚟,㲋＋大
㚟,⺈＋口＋比＋大
毖,毖
毖,比＋必
毖,比＋心＋丿
毚,毚
毚,㲋＋兔
毚,⺈＋口＋比＋免＋丶
毦,毦
毦,耳＋毛
毧,毧
毧,毛＋戎
毧,毛＋戈＋十
毨,毨
毨,毛＋先
毨,毛＋丿＋十＋兀
毨,毛＋丿＋十＋一＋儿
㔷,㔷
㔷,匚＋丙
㔷,匸＋丙
㔷,匚＋一＋冂＋人
㔷,匸＋一＋冂＋人
毣,毣
毣,羽＋毛
匼,匼
匼,匚＋合
匼,匸＋合
匼,匚＋亼＋口
匼,匸＋亼＋口
匼,匚＋人＋一＋口
匼,匸＋人＋一＋口
毮,毮
毮,扌＋毟
毮,扌＋少＋毛
毮,扌＋小＋丿＋毛
毱,毱
毱,毛＋匊
毱,毛＋勹＋米
匽,匽
匽,匚＋妟
匽,匸＋妟
匽,匚＋日＋女
匽,匸＋日＋女
毼,毼
毼,曷＋毛
毼,日＋匂＋毛
毼,日＋匃＋毛
毼,日＋勹＋匕＋毛
毼,日＋勹＋亾＋毛
毼,日＋勹＋人＋毛
毽,毽
毽,毛＋建
毽,毛＋廴＋聿
毽,毛＋廴＋肀＋二
毽,毛＋廴＋肀＋一
毹,毹
毹,兪＋毛
毹,俞＋毛
毹,入＋一＋月＋巜＋毛
毹,亼＋刖＋毛
毹,人＋一＋月＋刂＋毛
毺,毺
毺,毛＋兪
毺,毛＋俞
毺,毛＋入＋一＋月＋巜
毺,毛＋亼＋刖
毺,毛＋人＋一＋月＋刂
毻,毻
毻,左＋月＋毛
毻,一＋丿＋工＋月＋毛
毷,毷
毷,冒＋毛
毷,日＋目＋毛
毷,冃＋目＋毛
毷,冂＋二＋目＋毛
毷,冂＋一＋目＋毛
毾,毾
毾,日＋羽＋毛
毿,毿
毿,參＋毛
毿,厽＋㐱＋毛
毿,厶＋厸＋人＋彡＋毛
匨,匨
匨,匚＋壯
匨,匚＋爿＋士
匫,匫
匫,匚＋曶
匫,匚＋勿＋日
匫,匚＋勹＋丿＋日
匢,匢
匢,匚＋勿
匢,匚＋勹＋丿
匭,匭
匭,匚＋軌
匭,匚＋車＋九
匾,匾
匾,匚＋扁
匾,匸＋扁
匾,匚＋戶＋冂＋卄
匾,匚＋戸＋冂＋卄
匾,匸＋戶＋冂＋卄
匾,匸＋戸＋冂＋卄
匾,匚＋戶＋冂＋一＋丨
匾,匚＋戸＋冂＋一＋丨
匾,匸＋戶＋冂＋一＋丨
匾,匸＋戸＋冂＋一＋丨
匬,匬
匬,匚＋兪
匬,匚＋俞
匬,匚＋入＋一＋月＋巜
匬,匚＋亼＋刖
匬,匚＋人＋一＋月＋刂
滙,滙
滙,氵＋龨
滙,氵＋匚＋隹
匰,匰
匰,匚＋單
匰,匚＋吅＋日＋十
匰,匚＋口＋日＋十
匴,匴
匴,匚＋算
匴,匚＋竹＋目＋廾
匴,匚＋竹＋目＋一＋丿＋丨
匵,匵
匵,匚＋賣
匵,匚＋士＋買
匵,匚＋士＋罒＋貝
匶,匶
匶,匚＋舊
匶,匚＋萑＋臼
匶,匚＋雈＋臼
匶,匚＋艹＋隹＋臼
匶,匚＋卝＋隹＋臼
卂,卂
卂,⺄＋十
卄,卄
卄,一＋丨
芔,芔
芔,屮＋艸
芔,凵＋丿＋屮
芔,凵＋丨＋屮
芔,凵＋丿＋丨
卌,卌
卌,一＋丨
旪,旪
旪,日＋十
䘚,䘚
䘚,衣＋十
䘚,亠＋十
卙,卙
卙,甚＋十
卙,卄＋一＋儿＋十
卙,一＋丨＋儿＋十
卛,卛
卛,䜌＋十
卛,糸＋言＋十
卛,幺＋小＋言＋十
卝,卝
业,业
丠,丠
丠,北＋一
丬,丬
为,为
为,丶＋力
么,么
么,丿＋厶
义,义
义,乂＋丶
义,丿＋丶
乔,乔
乔,夭＋丿＋丨
乔,丿＋大＋丨
乤,乤
乤,下＋乙
乧,乧
乧,斗＋乙
乨,乨
乨,台＋乚
乨,厶＋口＋乚
乪,乪
乪,乙＋田
乫,乫
乫,加＋乙
乫,力＋口＋乙
乬,乬
乬,巨＋乙
乭,乭
乭,石＋乙
乭,丆＋口＋乙
乭,一＋丿＋口＋乙
乮,乮
乮,卯＋乙
乮,卩＋乙
乯,乯
乯,乎＋乙
乲,乲
乲,次＋乙
乲,冫＋欠＋乙
乲,冫＋丿＋乛＋人＋乙
乶,乶
乶,甫＋乙
乷,乷
乷,沙＋乙
乷,氵＋少＋乙
乷,氵＋小＋丿＋乙
乺,乺
乺,所＋乙
乺,戸＋斤＋乙
乺,戶＋斤＋乙
乻,乻
乻,於＋乙
乻,方＋仒＋乙
乻,方＋人＋丶＋乙
乼,乼
乼,注＋乙
乼,氵＋主＋乙
乼,氵＋丶＋王＋乙
乽,乽
乽,者＋乙
乽,者＋丶＋乙
乽,耂＋日＋丶＋乙
乿,乿
乿,爫＋糸＋乚
乿,爫＋幺＋小＋乚
亃,亃
亃,粦＋乚
亃,米＋舛＋乚
亃,米＋夕＋㐄＋乚
亄,亄
亄,壹＋乚
亄,士＋冖＋豆＋乚
亖,亖
亖,二
亖,一
亣,亣
亣,丶＋丌
亣,亠＋丿＋丨
亣,丶＋一＋丿＋丨
亱,亱
亱,亠＋但
亱,亠＋亻＋旦
亱,亠＋亻＋日＋一
亲,亲
亲,立＋木
亴,亴
亴,亠＋口＋冖＋土＋九
亴,亠＋口＋冖＋二＋丨＋九
亴,亠＋口＋冖＋一＋丨＋九
仉,仉
仉,亻＋几
仧,仧
仧,上＋人
仴,仴
仴,亻＋月
仸,仸
仸,亻＋夭
仸,亻＋丿＋大
仹,仹
仹,亻＋丰
仹,亻＋三＋丨
仹,亻＋一＋丨
仺,仺
仺,人
仼,仼
仼,亻＋王
伂,伂
伂,亻＋巿
伂,亻＋市
伂,亻＋一＋巾
伂,亻＋亠＋巾
伄,伄
伄,亻＋弔
伄,亻＋弓＋丨
伆,伆
伆,亻＋勿
伆,亻＋勹＋丿
伓,伓
伓,亻＋不
伔,伔
伔,亻＋冗
伔,亻＋冖＋几
伖,伖
伖,亻＋友
伖,亻＋又
优,优
优,亻＋尤
优,亻＋尢＋丶
优,亻＋一＋丿＋乚＋丶
伛,伛
伛,亻＋区
伛,亻＋匚＋㐅
伛,亻＋匸＋㐅
伨,伨
伨,亻＋匀
伨,亻＋勻
伨,亻＋勹＋冫
伨,亻＋勹＋二
伨,亻＋勹＋一
伭,伭
伭,亻＋玄
伭,亻＋亠＋幺
伿,伿
伿,亻＋只
伿,亻＋口＋八
佄,佄
佄,亻＋甘
佅,佅
佅,亻＋未
佅,亻＋一＋木
佊,佊
佊,亻＋皮
佡,佡
佡,亻＋仚
佡,亻＋人＋山
佢,佢
佢,亻＋巨
佣,佣
佣,亻＋用
佨,佨
佨,亻＋包
佨,亻＋勹＋己
佨,亻＋勹＋巳
佫,佫
佫,亻＋各
佫,亻＋夂＋口
佱,佱
佱,亼＋正
佱,人＋一＋止
佲,佲
佲,亻＋名
佲,亻＋夕＋口
侕,侕
侕,亻＋而
侕,亻＋一＋丿＋冂＋丨
侤,侤
侤,亻＋考
侤,亻＋耂＋丂
侰,侰
侰,亻＋君
侰,亻＋尹＋口
侴,侴
侴,亼＋丑＋刂
侴,人＋一＋丑＋刂
侺,侺
侺,亻＋岑
侺,亻＋山＋今
侺,亻＋山＋亼
侺,亻＋山＋亽
侺,亻＋山＋人＋一
侺,亻＋山＋人＋丶
俕,俕
俕,亻＋宋
俕,亻＋宀＋木
俹,俹
俹,亻＋亞
俹,亻＋二
俹,亻＋一
倃,倃
倃,亻＋咎
倃,亻＋处＋口
倃,亻＋夂＋卜＋口
倊,倊
倊,亻＋忩
倊,亻＋公＋心
倊,亻＋八＋厶＋心
倷,倷
倷,亻＋奈
倷,亻＋大＋示
倸,倸
倸,亻＋采
倸,亻＋爫＋木
倿,倿
倿,亻＋妾
倿,亻＋立＋女
偄,偄
偄,亻＋耎
偄,亻＋而＋大
偄,亻＋一＋丿＋冂＋丨＋大
偍,偍
偍,亻＋是
偍,亻＋日＋一＋龰
偛,偛
偛,亻＋臿
偛,亻＋千＋臼
偛,亻＋干＋臼
偞,偞
偞,亻＋枼
偞,亻＋世＋木
偡,偡
偡,亻＋甚
偡,亻＋卄＋一＋儿
偡,亻＋一＋丨＋儿
偤,偤
偤,亻＋酋
偤,亻＋八＋酉
偤,亻＋丷＋酉
偨,偨
偨,亻＋柴
偨,亻＋此＋木
偨,亻＋止＋匕＋木
偮,偮
偮,亻＋咠
偮,亻＋口＋耳
偳,偳
偳,亻＋耑
偳,亻＋山＋而
偳,亻＋山＋一＋丿＋冂＋丨
偺,偺
偺,亻＋昝
偺,亻＋处＋日
偺,亻＋夂＋卜＋日
偼,偼
偼,亻＋卜＋彐＋龰
傂,傂
傂,亻＋虒
傂,亻＋⺁＋虎
傂,亻＋⺁＋虍＋儿
傂,亻＋⺁＋虍＋几
傂,亻＋⺁＋卜＋丿＋乛＋七＋儿
傂,亻＋⺁＋卜＋丿＋乛＋七＋几
傇,傇
傇,亻＋茸
傇,亻＋艹＋耳
傉,傉
傉,亻＋辱
傉,亻＋辰＋寸
傗,傗
傗,亻＋畜
傗,亻＋玄＋田
傗,亻＋亠＋幺＋田
傝,傝
傝,亻＋日＋羽
傮,傮
傮,亻＋曹
傮,亻＋一＋曲＋日
傯,傯
傯,亻＋悤
傯,亻＋囱＋心
傯,亻＋囪＋心
傯,亻＋丿＋囗＋夊＋心
傯,亻＋丿＋囗＋夕＋心
傯,亻＋丿＋囗＋夂＋心
傶,傶
傶,亻＋戚
傶,亻＋戊＋尗
傶,亻＋丿＋戈＋上＋小
傸,傸
傸,亻＋爽
傸,亻＋大＋㸚
傸,亻＋大＋爻
傸,亻＋大＋㐅＋乂
傸,亻＋大＋㐅＋丿
傼,傼
傼,亻＋廿＋口＋夫
傼,亻＋廿＋口＋二＋人
傼,亻＋廿＋口＋一＋人
僁,僁
僁,亻＋悉
僁,亻＋釆＋心
僁,亻＋丿＋米＋心
僆,僆
僆,亻＋連
僆,亻＋辶＋車
僋,僋
僋,亻＋貪
僋,亻＋今＋貝
僋,亻＋亼＋貝
僋,亻＋亽＋貝
僋,亻＋人＋一＋貝
僋,亻＋人＋丶＋貝
僗,僗
僗,亻＋勞
僗,亻＋𤇾＋力
僗,亻＋炏＋冖＋力
僗,亻＋火＋冖＋力
僠,僠
僠,亻＋番
僠,亻＋釆＋田
僠,亻＋丿＋米＋田
僷,僷
僷,亻＋葉
僷,亻＋艹＋枼
僷,亻＋艹＋世＋木
僼,僼
僼,亻＋豊
僼,亻＋曲＋豆
僽,僽
僽,亻＋愁
僽,亻＋秋＋心
僽,亻＋禾＋火＋心
儠,儠
儠,亻＋巤
儠,亻＋巛＋龱
